trial_type,trial_index,time_elapsed,internal_node_id,sona_id,surveys_completed,rt,stimulus,response,section,key_press,age_years,country,primary_language,question_order,gender,education,relationship_status,living_arrangement,screen_time,s1_item01,s1_item02,s1_item03,s1_item04,s1_item05,s1_item06,s1_item07,s1_item08,s1_item09,s1_item10,s1_item11,s1_item12,s1_item13,s1_item14,s1_item15,scored_responses,correct,set,block,trial,set_size,load_condition,phase_type,key_answer,reversal_crit,counter,nrevs
html-keyboard-response,1021,1091251,0.0-1021.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1022,1092400,0.0-1022.0,9121,TRUE,645,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10,11,90,6,high,main_task,2,Infinity,0,
html-keyboard-response,1023,1093149,0.0-1023.0,9121,TRUE,746,"<div class=""center""><p>End of block - you earned 75 points!</p>    <br><p>You have a 1 minute break before the next block begins, but you can press space to continue now.</p></div>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1024,1094876,0.0-1024.0,9121,TRUE,1725,"<div class='exp'><p>Block 10 of 21. <br><br> Take some time to identify the images below:</p><table class='center'><tr><td><img class=""disp"" src=""static/img/images11/image1.jpg""></td><td><img class=""disp"" src=""static/img/images11/image2.jpg""></td><td><img class=""disp"" src=""static/img/images11/image3.jpg""></td></tr><tr><td><img class=""disp"" src=""static/img/images11/image4.jpg""></td><td><img class=""disp"" src=""static/img/images11/image5.jpg""></td></table></div><p class=""continue"">[Press SPACE to continue]</p>",,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1025,1095379,0.0-1025.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1026,1096938,0.0-1026.0,9121,TRUE,1057,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,1,5,high,main_task,1,12,0,
html-keyboard-response,1027,1097441,0.0-1027.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1028,1098310,0.0-1028.0,9121,TRUE,366,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,2,5,high,main_task,2,13,0,
html-keyboard-response,1029,1098813,0.0-1029.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1030,1099683,0.0-1030.0,9121,TRUE,367,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,3,5,high,main_task,1,15,0,
html-keyboard-response,1031,1100186,0.0-1031.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1032,1101053,0.0-1032.0,9121,TRUE,364,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,4,5,high,main_task,0,14,1,
html-keyboard-response,1033,1101556,0.0-1033.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1034,1102423,0.0-1034.0,9121,TRUE,363,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,5,5,high,main_task,1,15,0,
html-keyboard-response,1035,1102926,0.0-1035.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1036,1103992,0.0-1036.0,9121,TRUE,562,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,6,5,high,main_task,0,14,2,
html-keyboard-response,1037,1104494,0.0-1037.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1038,1105383,0.0-1038.0,9121,TRUE,385,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,7,5,high,main_task,2,13,0,
html-keyboard-response,1039,1105885,0.0-1039.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1040,1106775,0.0-1040.0,9121,TRUE,387,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,8,5,high,main_task,1,12,1,
html-keyboard-response,1041,1107277,0.0-1041.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1042,1108186,0.0-1042.0,9121,TRUE,407,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,9,5,high,main_task,1,15,1,
html-keyboard-response,1043,1108689,0.0-1043.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1044,1109565,0.0-1044.0,9121,TRUE,372,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,10,5,high,main_task,1,15,1,
html-keyboard-response,1045,1110068,0.0-1045.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1046,1111214,0.0-1046.0,9121,TRUE,641,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,11,5,high,main_task,1,15,2,
html-keyboard-response,1047,1111717,0.0-1047.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1048,1112924,0.0-1048.0,9121,TRUE,704,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,12,5,high,main_task,1,15,0,
html-keyboard-response,1049,1113427,0.0-1049.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1050,1115091,0.0-1050.0,9121,TRUE,1162,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,13,5,high,main_task,2,13,1,
html-keyboard-response,1051,1115594,0.0-1051.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1052,1116562,0.0-1052.0,9121,TRUE,465,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,14,5,high,main_task,0,14,3,
html-keyboard-response,1053,1117065,0.0-1053.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1054,1118122,0.0-1054.0,9121,TRUE,553,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,15,5,high,main_task,1,15,3,
html-keyboard-response,1055,1118624,0.0-1055.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1056,1119942,0.0-1056.0,9121,TRUE,815,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,16,5,high,main_task,1,12,2,
html-keyboard-response,1057,1120445,0.0-1057.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1058,1121520,0.0-1058.0,9121,TRUE,571,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,17,5,high,main_task,0,14,4,
html-keyboard-response,1059,1122022,0.0-1059.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1060,1123099,0.0-1060.0,9121,TRUE,574,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,18,5,high,main_task,1,15,1,
html-keyboard-response,1061,1123602,0.0-1061.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1062,1124677,0.0-1062.0,9121,TRUE,571,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,19,5,high,main_task,0,14,5,
html-keyboard-response,1063,1125179,0.0-1063.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1064,1126122,0.0-1064.0,9121,TRUE,440,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,20,5,high,main_task,2,13,2,
html-keyboard-response,1065,1126624,0.0-1065.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1066,1127821,0.0-1066.0,9121,TRUE,695,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,21,5,high,main_task,1,12,3,
html-keyboard-response,1067,1128324,0.0-1067.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1068,1129243,0.0-1068.0,9121,TRUE,415,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,22,5,high,main_task,1,12,4,
html-keyboard-response,1069,1129745,0.0-1069.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1070,1131318,0.0-1070.0,9121,TRUE,1069,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,23,5,high,main_task,1,15,2,
html-keyboard-response,1071,1131820,0.0-1071.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1072,1132976,0.0-1072.0,9121,TRUE,652,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,24,5,high,main_task,1,15,4,
html-keyboard-response,1073,1133479,0.0-1073.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1074,1135115,0.0-1074.0,9121,TRUE,1132,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,25,5,high,main_task,1,15,3,
html-keyboard-response,1075,1135618,0.0-1075.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1076,1136706,0.0-1076.0,9121,TRUE,585,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,26,5,high,main_task,2,13,3,
html-keyboard-response,1077,1137209,0.0-1077.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1078,1138188,0.0-1078.0,9121,TRUE,475,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,27,5,high,main_task,2,13,4,
html-keyboard-response,1079,1138690,0.0-1079.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1080,1139753,0.0-1080.0,9121,TRUE,558,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,28,5,high,main_task,0,14,6,
html-keyboard-response,1081,1140255,0.0-1081.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1082,1141791,0.0-1082.0,9121,TRUE,1032,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,29,5,high,main_task,1,15,0,
html-keyboard-response,1083,1142294,0.0-1083.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1084,1143473,0.0-1084.0,9121,TRUE,676,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,30,5,high,main_task,1,12,5,
html-keyboard-response,1085,1143975,0.0-1085.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1086,1145270,0.0-1086.0,9121,TRUE,792,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,31,5,high,main_task,1,15,5,
html-keyboard-response,1087,1145773,0.0-1087.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1088,1146962,0.0-1088.0,9121,TRUE,686,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,32,5,high,main_task,1,15,1,
html-keyboard-response,1089,1147464,0.0-1089.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1090,1148574,0.0-1090.0,9121,TRUE,606,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,33,5,high,main_task,2,13,0,
html-keyboard-response,1091,1149076,0.0-1091.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1092,1150094,0.0-1092.0,9121,TRUE,514,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,34,5,high,main_task,1,12,6,
html-keyboard-response,1093,1150596,0.0-1093.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1094,1151557,0.0-1094.0,9121,TRUE,458,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,35,5,high,main_task,2,13,0,
html-keyboard-response,1095,1152059,0.0-1095.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1096,1153152,0.0-1096.0,9121,TRUE,589,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,36,5,high,main_task,0,14,7,
html-keyboard-response,1097,1153654,0.0-1097.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1098,1154989,0.0-1098.0,9121,TRUE,832,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,37,5,high,main_task,0,14,8,
html-keyboard-response,1099,1155491,0.0-1099.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1100,1156520,0.0-1100.0,9121,TRUE,525,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,38,5,high,main_task,1,15,6,
html-keyboard-response,1101,1157022,0.0-1101.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1102,1158138,0.0-1102.0,9121,TRUE,613,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,39,5,high,main_task,1,12,7,
html-keyboard-response,1103,1158640,0.0-1103.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1104,1160014,0.0-1104.0,9121,TRUE,870,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,40,5,high,main_task,0,14,9,
html-keyboard-response,1105,1160516,0.0-1105.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1106,1161566,0.0-1106.0,9121,TRUE,546,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,41,5,high,main_task,1,15,0,
html-keyboard-response,1107,1162069,0.0-1107.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1108,1163127,0.0-1108.0,9121,TRUE,555,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,42,5,high,main_task,1,15,7,
html-keyboard-response,1109,1163630,0.0-1109.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1110,1164640,0.0-1110.0,9121,TRUE,507,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,43,5,high,main_task,1,15,8,
html-keyboard-response,1111,1165143,0.0-1111.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1112,1166313,0.0-1112.0,9121,TRUE,667,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,44,5,high,main_task,2,13,1,
html-keyboard-response,1113,1166816,0.0-1113.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1114,1167883,0.0-1114.0,9121,TRUE,564,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,45,5,high,main_task,1,12,8,
html-keyboard-response,1115,1168386,0.0-1115.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1116,1169571,0.0-1116.0,9121,TRUE,682,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,46,5,high,main_task,2,13,2,
html-keyboard-response,1117,1170074,0.0-1117.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1118,1171140,0.0-1118.0,9121,TRUE,563,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,47,5,high,main_task,1,12,9,
html-keyboard-response,1119,1171642,0.0-1119.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1120,1172603,0.0-1120.0,9121,TRUE,457,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,48,5,high,main_task,0,14,10,
html-keyboard-response,1121,1173105,0.0-1121.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1122,1173984,0.0-1122.0,9121,TRUE,375,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,49,5,high,main_task,2,13,3,
html-keyboard-response,1123,1174486,0.0-1123.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1124,1175500,0.0-1124.0,9121,TRUE,510,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,50,5,high,main_task,1,15,1,
html-keyboard-response,1125,1176002,0.0-1125.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1126,1176998,0.0-1126.0,9121,TRUE,493,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,51,5,high,main_task,1,15,9,
html-keyboard-response,1127,1177501,0.0-1127.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1128,1178535,0.0-1128.0,9121,TRUE,531,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,52,5,high,main_task,1,12,10,
html-keyboard-response,1129,1179038,0.0-1129.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1130,1180210,0.0-1130.0,9121,TRUE,668,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,53,5,high,main_task,1,15,2,
html-keyboard-response,1131,1180713,0.0-1131.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1132,1182130,0.0-1132.0,9121,TRUE,913,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,54,5,high,main_task,0,14,11,
html-keyboard-response,1133,1182633,0.0-1133.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1134,1183717,0.0-1134.0,9121,TRUE,581,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,55,5,high,main_task,1,15,10,
html-keyboard-response,1135,1184220,0.0-1135.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1136,1185767,0.0-1136.0,9121,TRUE,1045,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,56,5,high,main_task,1,15,11,
html-keyboard-response,1137,1186270,0.0-1137.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1138,1187266,0.0-1138.0,9121,TRUE,494,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,57,5,high,main_task,1,12,11,
html-keyboard-response,1139,1187769,0.0-1139.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1140,1188864,0.0-1140.0,9121,TRUE,591,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,58,5,high,main_task,2,13,4,
html-keyboard-response,1141,1189366,0.0-1141.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1142,1191380,0.0-1142.0,9121,TRUE,1510,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,59,5,high,main_task,0,14,12,
html-keyboard-response,1143,1191883,0.0-1143.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1144,1193017,0.0-1144.0,9121,TRUE,632,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,60,5,high,main_task,1,15,3,
html-keyboard-response,1145,1193520,0.0-1145.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1146,1194485,0.0-1146.0,9121,TRUE,461,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,61,5,high,main_task,1,15,4,
html-keyboard-response,1147,1194987,0.0-1147.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1148,1196098,0.0-1148.0,9121,TRUE,607,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,62,5,high,main_task,0,14,13,
html-keyboard-response,1149,1196600,0.0-1149.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1150,1197610,0.0-1150.0,9121,TRUE,507,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,63,5,high,main_task,1,12,12,
html-keyboard-response,1151,1198113,0.0-1151.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1152,1199297,0.0-1152.0,9121,TRUE,680,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,64,5,high,main_task,1,15,12,
html-keyboard-response,1153,1199799,0.0-1153.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1154,1200811,0.0-1154.0,9121,TRUE,508,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,65,5,high,main_task,2,13,5,
html-keyboard-response,1155,1201313,0.0-1155.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1156,1202380,0.0-1156.0,9121,TRUE,564,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,66,5,high,main_task,1,15,13,
html-keyboard-response,1157,1202883,0.0-1157.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1158,1203935,0.0-1158.0,9121,TRUE,547,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11,12,67,5,high,main_task,0,Infinity,0,
html-keyboard-response,1159,1204438,0.0-1159.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1160,1205503,0.0-1160.0,9121,TRUE,562,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,68,5,high,main_task,2,13,6,
html-keyboard-response,1161,1206006,0.0-1161.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1162,1206999,0.0-1162.0,9121,TRUE,491,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,69,5,high,main_task,0,14,14,
html-keyboard-response,1163,1207502,0.0-1163.0,9121,TRUE,null,<div class='exp'><p class='fix center'>+</p></div>,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorize-html,1164,1208768,0.0-1164.0,9121,TRUE,762,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,11,12,70,5,high,main_task,1,15,5,
